,timestamp,yaw,pitch,row
0,0.032,-163.77,48.37,-143.51
1,63.321000000000005,-164.30,48.28,-143.65
2,134.86999999999998,-166.27,49.22,-144.51
3,202.185,-168.81,50.38,-145.53
4,269.46,-174.29,53.08,-147.45
5,337.25500000000005,179.10,53.94,-150.70
6,405.445,171.24,52.94,-155.77
7,472.644,169.60,52.66,-156.79
8,542.808,173.15,51.80,-155.49
9,610.288,178.99,50.36,-152.37
10,681.297,-170.92,46.21,-145.57
11,744.529,-165.19,41.40,-142.58
12,814.8480000000001,-160.01,34.60,-139.53
13,880.728,-158.42,30.03,-139.01
14,950.273,-158.50,23.86,-140.60
15,1017.7639999999999,-159.30,19.37,-141.64
16,1091.574,-161.53,14.85,-144.66
17,1158.767,-163.95,11.91,-146.37
18,1222.883,-168.27,9.02,-147.49
19,1300.056,-172.32,7.41,-148.27
20,1356.56,-178.29,7.28,-149.12
21,1422.9350000000002,176.80,8.55,-149.24
22,1496.379,169.36,11.26,-149.49
23,1560.0449999999998,165.06,13.82,-150.24
24,1633.2759999999998,161.45,19.32,-152.14
25,1696.585,161.52,23.46,-152.91
26,1763.0330000000001,164.74,29.51,-152.28
27,1834.298,168.55,33.05,-150.45
28,1901.532,175.06,36.07,-146.92
29,1963.0639999999999,179.51,36.91,-144.06
