,timestamp,yaw,pitch,row
0,0.037,-158.51,44.55,-142.29
1,65.92099999999999,-159.63,44.71,-142.75
2,137.62099999999998,-161.58,44.19,-143.61
3,205.96,-163.10,43.93,-143.92
4,273.29900000000004,-166.79,45.11,-143.79
5,340.36899999999997,-170.86,45.85,-145.30
6,410.42699999999996,-177.13,48.99,-147.58
7,477.635,178.60,50.60,-149.52
8,547.064,176.41,51.05,-151.41
9,615.13,177.90,50.29,-150.81
10,684.173,-175.24,48.03,-145.94
11,751.316,-169.44,45.18,-141.75
12,824.449,-161.08,39.31,-136.43
13,892.918,-156.71,35.04,-134.40
14,964.946,-152.84,27.28,-133.57
15,1028.417,-151.31,21.72,-133.67
16,1098.465,-151.06,14.28,-136.67
17,1166.411,-153.10,9.35,-140.46
18,1237.104,-156.75,3.87,-143.31
19,1299.5159999999998,-160.78,1.36,-145.65
20,1370.116,-167.02,0.06,-149.24
21,1435.7,-172.12,0.25,-150.35
22,1505.836,-179.56,1.43,-151.51
23,1572.608,175.46,3.07,-151.69
24,1646.2859999999998,169.15,8.06,-152.84
25,1713.8690000000001,166.82,11.21,-153.23
26,1781.16,166.06,16.62,-154.02
27,1848.1209999999999,167.21,20.36,-153.37
28,1915.856,171.26,25.66,-151.07
29,1983.095,175.81,28.71,-148.98
