,timestamp,yaw,pitch,row
0,0.034999999999999996,-165.12,46.99,-119.44
1,67.298,-165.41,47.04,-119.51
2,135.86,-164.94,47.19,-118.94
3,203.348,-164.44,48.13,-118.30
4,277.065,-167.48,50.55,-119.68
5,336.659,-174.19,52.78,-123.85
6,438.45099999999996,171.31,54.02,-133.99
7,469.019,160.89,52.19,-141.23
8,546.851,147.18,45.61,-150.75
9,608.343,140.99,39.48,-155.04
10,679.77,136.24,32.06,-160.14
11,747.246,135.99,27.22,-163.09
12,815.681,139.56,23.13,-165.41
13,882.182,144.17,21.01,-166.37
14,951.851,148.48,19.93,-166.90
15,1015.7529999999999,148.72,20.20,-168.56
16,1084.606,148.34,21.93,-168.97
17,1152.24,147.73,26.90,-169.30
18,1250.3139999999999,146.43,38.95,-171.98
19,1285.146,146.17,49.16,-173.18
20,1357.2640000000001,148.24,63.48,-172.21
21,1422.8909999999998,153.93,71.87,-166.76
22,1489.55,171.45,81.33,-149.25
23,1557.169,-123.51,85.35,-83.94
24,1627.011,-71.81,79.68,-31.36
25,1692.164,-65.21,74.99,-24.18
26,1760.891,-60.85,70.18,-18.65
27,1828.785,-58.91,67.96,-16.17
28,1896.877,-56.85,65.59,-12.91
29,1963.317,-56.06,64.36,-11.35
