,timestamp,yaw,pitch,row
0,0.033,-175.33,45.18,-130.07
1,70.73899999999999,-175.71,45.14,-129.42
2,128.69,-175.80,45.03,-129.07
3,202.147,-174.78,44.92,-127.95
4,268.918,-172.65,44.71,-125.54
5,336.702,-171.27,44.84,-123.97
6,400.508,-171.91,45.98,-123.23
7,462.63100000000003,-174.76,47.54,-124.91
8,540.9159999999999,178.99,49.24,-128.87
9,599.7660000000001,171.30,49.34,-133.63
10,668.135,159.40,47.25,-141.84
11,741.5469999999999,150.99,44.20,-148.73
12,803.62,143.32,38.69,-155.27
13,870.664,140.25,34.17,-158.22
14,940.746,140.65,27.17,-159.96
15,1006.024,144.20,22.56,-159.53
16,1080.903,150.51,18.65,-159.00
17,1141.5839999999998,153.86,17.64,-160.09
18,1210.195,156.97,18.12,-161.54
19,1282.127,157.55,20.73,-162.96
20,1343.839,156.83,28.27,-165.68
21,1407.756,155.83,37.00,-167.95
22,1479.5720000000001,154.14,49.06,-170.88
23,1542.953,153.08,58.36,-172.39
24,1612.786,151.58,70.50,-174.75
25,1683.278,150.77,79.50,-176.62
26,1749.996,-29.54,89.11,2.55
27,1815.1699999999998,-31.40,82.44,1.05
28,1897.824,-32.66,74.56,0.28
29,1951.061,-33.06,70.82,0.53
