,timestamp,yaw,pitch,row
0,0.034,-171.53,43.16,-149.30
1,66.153,-171.56,43.16,-149.30
2,136.05,-171.51,43.25,-149.15
3,204.416,-171.39,43.37,-148.90
4,278.598,-171.92,44.49,-149.00
5,347.961,-172.31,44.94,-149.29
6,408.16200000000003,-173.25,45.41,-149.44
7,474.764,-174.56,44.88,-150.35
8,550.7520000000001,-176.09,43.97,-153.02
9,610.632,-177.85,43.01,-155.50
10,680.33,177.70,41.12,-161.05
11,745.9019999999999,173.52,39.19,-166.90
12,813.0619999999999,168.08,36.05,-176.49
13,876.638,163.86,32.90,175.23
14,948.8539999999999,159.61,28.69,165.28
15,1015.838,157.01,25.11,157.86
16,1083.733,154.31,19.97,147.02
17,1155.846,153.46,16.31,139.80
18,1223.797,153.52,12.30,131.79
19,1287.532,154.29,9.83,126.75
20,1356.252,156.41,6.38,118.42
21,1421.368,158.12,3.92,112.35
22,1490.084,161.31,1.58,104.53
23,1555.239,164.21,-0.22,99.12
24,1624.371,168.17,-1.43,92.20
25,1692.161,170.88,-1.50,87.04
26,1762.336,173.74,-0.68,79.61
27,1831.342,175.48,-0.02,75.14
28,1898.749,177.50,1.09,69.96
29,1965.839,179.23,1.47,67.98
