,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.028,80.00,55.00,54.00,55.00,3,120.43,22.84,-159.74
1,522.734,111.00,88.00,88.00,88.00,3,99.01,13.00,-160.62
2,1030.343,42.00,77.00,77.00,77.00,3,128.91,30.78,-154.70
3,1589.577,29.00,78.00,75.00,75.00,3,145.08,29.83,-161.88
4,2063.19,29.00,66.00,67.00,66.00,3,143.83,27.82,-161.35
5,2604.5759999999996,34.00,25.00,25.00,25.00,3,143.74,25.11,-160.24
6,3102.6639999999998,47.00,10.00,11.00,10.00,3,143.97,25.77,-159.22
7,3630.1960000000004,45.00,7.00,7.00,7.00,3,143.73,25.66,-158.67
8,4140.807,42.00,3.00,3.00,2.00,3,143.16,25.14,-158.68
9,4666.032,40.00,0.00,0.00,0.00,3,143.93,24.52,-157.08
10,5176.669000000001,17.00,-2.00,-2.00,-3.00,3,144.99,25.29,-156.41
11,5726.146,35.00,8.00,8.00,8.00,3,144.04,26.28,-157.14
12,6214.88,64.00,22.00,21.00,22.00,3,142.74,22.53,-160.61
13,6736.723,89.00,48.00,48.00,48.00,3,143.04,27.01,-160.44
14,7242.315,100.00,69.00,69.00,70.00,3,143.67,28.57,-160.01
15,7770.124,114.00,84.00,85.00,84.00,3,144.48,29.91,-161.53
16,8278.052000000001,109.00,83.00,83.00,83.00,3,144.55,29.79,-163.07
17,8806.175,106.00,78.00,78.00,78.00,3,145.19,29.58,-166.86
18,9325.319,104.00,73.00,71.00,72.00,3,144.63,30.55,-170.68
19,9842.466999999999,80.00,39.00,41.00,40.00,3,129.81,25.25,154.07
20,10350.026,64.00,25.00,25.00,25.00,3,128.25,13.81,133.91
21,10880.323,61.00,18.00,17.00,17.00,3,135.15,4.70,121.03
22,11384.723,51.00,9.00,10.00,10.00,3,140.67,1.73,110.96
23,11912.433,49.00,6.00,4.00,5.00,3,144.64,3.26,104.34
24,12419.465,45.00,2.00,2.00,2.00,3,143.55,2.02,95.24
