,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.029,60.00,20.00,18.00,19.00,3,102.31,17.01,-163.56
1,538.0540000000001,93.00,73.00,72.00,71.00,3,102.57,13.19,-162.21
2,1031.383,45.00,69.00,70.00,70.00,3,117.68,15.37,-157.71
3,1554.78,42.00,67.00,67.00,67.00,3,143.38,27.61,-157.53
4,2064.5389999999998,36.00,61.00,62.00,62.00,3,143.59,28.10,-159.64
5,2590.0989999999997,33.00,42.00,42.00,42.00,3,145.61,27.00,-159.58
6,3106.3399999999997,40.00,19.00,20.00,20.00,3,145.93,27.01,-160.25
7,3623.663,43.00,10.00,11.00,10.00,3,146.97,28.05,-157.67
8,4137.566,39.00,6.00,6.00,6.00,3,146.19,28.66,-157.88
9,4677.586,38.00,1.00,1.00,1.00,3,146.05,27.07,-157.97
10,5168.135,36.00,1.00,0.00,0.00,3,147.18,28.25,-156.07
11,5700.094,29.00,0.00,0.00,0.00,3,147.96,29.56,-155.62
12,6235.894,57.00,16.00,14.00,14.00,3,146.86,27.91,-157.50
13,6735.081,85.00,52.00,52.00,52.00,3,146.20,22.12,-161.43
14,7249.421,93.00,69.00,69.00,68.00,3,144.92,28.76,-161.93
15,7798.274,111.00,89.00,89.00,88.00,3,145.42,31.29,-160.55
16,8276.932999999999,107.00,78.00,78.00,78.00,3,145.86,31.30,-161.93
17,8806.514,107.00,75.00,75.00,75.00,3,145.74,32.62,-169.12
18,9314.299,91.00,67.00,66.00,66.00,3,134.73,28.97,161.37
19,9840.491,71.00,39.00,39.00,39.00,3,135.29,18.30,135.84
20,10377.057,44.00,19.00,19.00,19.00,3,138.49,8.88,121.38
21,10875.518,48.00,11.00,11.00,12.00,3,144.00,3.28,112.02
22,11400.404999999999,56.00,8.00,8.00,7.00,3,147.39,2.48,105.78
23,11953.352,51.00,5.00,5.00,5.00,3,148.59,2.36,97.91
24,12421.871,51.00,6.00,5.00,4.00,3,149.70,2.24,93.44
25,12956.763,51.00,2.00,4.00,3.00,3,146.55,1.44,94.70
