,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.031,90.00,49.00,50.00,51.00,3,108.08,24.58,-160.98
1,543.0279999999999,118.00,81.00,82.00,80.00,3,85.13,21.96,-161.59
2,1031.122,33.00,63.00,64.00,64.00,3,107.30,32.27,-154.58
3,1558.894,29.00,66.00,67.00,67.00,3,120.29,28.25,-158.10
4,2066.554,28.00,67.00,65.00,64.00,3,119.43,31.28,-161.32
5,2593.8360000000002,51.00,3.00,3.00,3.00,3,122.95,25.73,-159.61
6,3117.014,54.00,-2.00,-2.00,-2.00,3,123.69,25.92,-159.17
7,3630.478,42.00,-2.00,-3.00,-3.00,3,123.90,26.67,-157.59
8,4138.064,32.00,-4.00,-5.00,-5.00,3,123.02,25.61,-158.37
9,4680.928,30.00,-7.00,-7.00,-7.00,3,125.10,23.66,-157.70
10,5168.967000000001,22.00,-8.00,-9.00,-8.00,3,126.39,21.91,-160.07
11,5701.217,45.00,4.00,4.00,5.00,3,126.81,17.48,-163.07
12,6207.137000000001,127.00,51.00,51.00,51.00,3,126.93,17.14,-163.45
13,6735.59,123.00,80.00,81.00,82.00,3,129.23,27.75,-164.94
14,7260.355,135.00,98.00,96.00,95.00,3,131.68,31.03,-168.62
15,7800.619000000001,125.00,86.00,86.00,85.00,3,132.24,33.93,-173.50
16,8280.334,117.00,80.00,81.00,81.00,3,132.28,34.55,-178.84
17,8821.213,115.00,69.00,68.00,67.00,3,131.12,37.21,173.71
18,9312.360999999999,63.00,39.00,39.00,39.00,3,126.29,38.76,157.98
19,9846.597,68.00,26.00,26.00,27.00,3,119.03,26.53,123.63
20,10351.07,51.00,4.00,4.00,4.00,3,124.69,17.70,113.45
21,10879.253999999999,48.00,0.00,0.00,0.00,3,135.28,12.59,101.36
22,11398.425,36.00,-2.00,-2.00,-2.00,3,146.31,12.08,91.58
23,11940.489,45.00,5.00,5.00,4.00,3,151.39,8.08,80.41
