,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.028,22.00,10.00,10.00,9.00,3,94.79,4.07,-158.00
1,496.419,120.00,86.00,84.00,84.00,3,90.88,3.86,-156.16
2,1005.8940000000001,39.00,69.00,68.00,69.00,3,91.21,10.19,-158.14
3,1563.642,28.00,69.00,67.00,67.00,3,120.13,9.72,-163.53
4,2041.131,73.00,64.00,64.00,64.00,3,121.70,8.52,-163.14
5,2570.08,46.00,28.00,28.00,28.00,3,122.15,7.98,-162.70
6,3076.354,44.00,6.00,6.00,6.00,3,123.96,6.51,-162.84
7,3620.2830000000004,44.00,1.00,2.00,0.00,3,125.38,9.08,-161.13
8,4110.852000000001,39.00,-1.00,-2.00,-1.00,3,125.01,9.64,-160.92
9,4639.196,35.00,-6.00,-5.00,-6.00,3,124.68,9.29,-161.30
10,5147.34,28.00,-6.00,-7.00,-6.00,3,125.46,10.03,-161.11
11,5696.2029999999995,65.00,20.00,20.00,21.00,3,126.92,9.78,-161.60
12,6182.362,100.00,58.00,60.00,59.00,3,127.37,11.33,-161.41
13,6715.344,115.00,78.00,80.00,81.00,3,130.70,21.15,-161.66
14,7222.101000000001,118.00,91.00,90.00,86.00,3,132.08,22.65,-163.36
15,7747.5019999999995,110.00,73.00,73.00,74.00,3,134.11,25.04,-168.37
16,8277.32,113.00,62.00,64.00,61.00,3,136.26,24.47,-170.87
17,8781.658,80.00,30.00,30.00,32.00,3,134.84,35.34,165.06
18,9299.555,78.00,5.00,5.00,4.00,3,127.91,23.03,130.09
19,9813.756,85.00,-2.00,-3.00,-3.00,3,132.58,6.49,103.06
20,10326.069,92.00,-5.00,-5.00,-5.00,3,140.63,3.90,88.72
21,10852.678,86.00,-5.00,-5.00,-5.00,3,147.83,-0.86,71.32
22,11358.584,65.00,-5.00,-5.00,-5.00,3,146.59,-5.12,59.82
23,11885.645,39.00,0.00,0.00,-1.00,3,146.59,-5.13,58.93
24,12392.555,27.00,0.00,0.00,0.00,3,144.91,-3.85,62.68
