,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.031,34.00,0.00,1.00,2.00,3,119.73,21.90,-159.88
1,506.97400000000005,110.00,112.00,111.00,111.00,3,115.62,18.42,-161.16
2,1037.691,57.00,98.00,99.00,99.00,3,118.09,28.14,-162.78
3,1543.582,66.00,98.00,98.00,99.00,3,144.62,25.73,-165.85
4,2069.577,59.00,93.00,93.00,89.00,3,144.09,26.22,-167.30
5,2596.772,57.00,46.00,45.00,46.00,3,144.43,26.21,-168.06
6,3104.269,53.00,25.00,27.00,27.00,3,145.94,25.83,-167.04
7,3617.634,57.00,26.00,26.00,26.00,3,146.24,26.71,-166.20
8,4159.122,46.00,29.00,29.00,28.00,3,145.80,25.22,-166.35
9,4641.934,46.00,18.00,18.00,20.00,3,145.46,23.88,-166.56
10,5181.869,40.00,10.00,11.00,10.00,3,146.58,26.07,-169.02
11,5680.508,30.00,2.00,2.00,2.00,3,147.43,26.63,-169.79
12,6209.29,62.00,32.00,32.00,33.00,3,146.53,22.97,-170.81
13,6732.297,105.00,64.00,63.00,63.00,3,146.19,18.85,-171.58
14,7244.74,119.00,87.00,86.00,85.00,3,144.94,29.63,-179.33
15,7751.781,130.00,92.00,93.00,94.00,3,144.33,33.17,-179.71
16,8288.029999999999,141.00,113.00,114.00,112.00,3,143.81,37.58,177.97
17,8785.282000000001,132.00,108.00,108.00,108.00,3,143.74,37.46,176.58
18,9318.887999999999,131.00,104.00,104.00,105.00,3,143.11,38.94,169.35
19,9820.646999999999,130.00,103.00,102.00,102.00,3,133.22,35.43,147.48
20,10348.115,92.00,71.00,71.00,70.00,3,122.19,24.58,117.63
21,10873.322,86.00,55.00,54.00,55.00,3,123.37,15.72,101.83
22,11382.08,68.00,43.00,44.00,41.00,3,130.33,10.44,96.68
23,11899.114000000001,58.00,28.00,28.00,28.00,3,134.16,9.04,93.08
24,12441.86,61.00,31.00,29.00,32.00,3,140.40,5.89,88.83
25,12926.117,57.00,17.00,14.00,13.00,3,141.42,3.46,83.99
