,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.030000000000000002,54.00,1.00,1.00,0.00,3,102.14,18.23,-161.34
1,529.923,98.00,90.00,92.00,92.00,3,102.97,19.22,-162.19
2,1036.735,49.00,81.00,81.00,82.00,3,113.33,24.46,-158.45
3,1574.531,51.00,81.00,81.00,81.00,3,145.05,36.03,-167.72
4,2070.836,49.00,78.00,78.00,78.00,3,144.04,35.86,-166.38
5,2599.729,32.00,54.00,54.00,55.00,3,144.29,31.93,-167.37
6,3117.221,37.00,17.00,16.00,17.00,3,144.24,30.34,-167.98
7,3655.14,45.00,3.00,3.00,3.00,3,145.51,30.77,-167.43
8,4143.1810000000005,40.00,-2.00,-2.00,-1.00,3,145.00,31.26,-166.55
9,4674.241,39.00,-2.00,-2.00,-2.00,3,145.50,28.99,-165.39
10,5199.112,31.00,-2.00,-2.00,-2.00,3,145.61,26.88,-164.82
11,5709.111,28.00,-4.00,-5.00,-5.00,3,147.14,32.17,-163.98
12,6237.186000000001,10.00,-7.00,-7.00,-7.00,3,147.86,32.46,-163.71
13,6743.8820000000005,7.00,-6.00,-6.00,-6.00,3,148.33,30.83,-166.22
14,7251.681,46.00,14.00,14.00,13.00,3,148.18,26.86,-170.57
15,7793.3060000000005,79.00,50.00,50.00,50.00,3,145.97,29.02,-172.78
16,8287.659,98.00,74.00,74.00,73.00,3,143.32,37.95,-174.79
17,8819.718,111.00,88.00,88.00,88.00,3,144.72,40.05,-172.88
18,9320.965,106.00,86.00,87.00,87.00,3,143.91,41.24,-175.18
19,9852.09,101.00,74.00,85.00,82.00,3,143.21,44.18,179.76
20,10375.565999999999,81.00,64.00,64.00,64.00,3,135.05,40.91,163.31
21,10884.890000000001,65.00,39.00,40.00,40.00,3,122.62,29.46,128.40
22,11392.575,57.00,28.00,29.00,29.00,3,126.48,16.71,116.64
23,11933.336000000001,54.00,20.00,20.00,18.00,3,134.49,9.04,104.18
24,12428.884,53.00,17.00,17.00,17.00,3,138.47,6.51,94.73
25,13066.151,50.00,10.00,10.00,10.00,3,141.61,3.82,87.36
