,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.029,46.00,32.00,35.00,34.00,3,119.26,23.53,-160.01
1,502.443,90.00,70.00,71.00,70.00,3,100.97,18.06,-162.18
2,1033.477,38.00,70.00,70.00,70.00,3,129.96,30.92,-151.19
3,1538.547,33.00,64.00,67.00,66.00,3,141.24,32.32,-162.93
4,2065.442,28.00,46.00,47.00,47.00,3,141.22,30.46,-162.16
5,2573.212,37.00,0.00,1.00,1.00,3,141.41,27.23,-162.30
6,3103.056,29.00,-10.00,-9.00,-9.00,3,141.96,28.44,-160.47
7,3610.623,32.00,-9.00,-9.00,-8.00,3,141.26,29.65,-159.91
8,4148.34,33.00,-9.00,-9.00,-9.00,3,140.71,27.90,-159.68
9,4646.077,28.00,-13.00,-13.00,-12.00,3,140.95,25.82,-158.89
10,5173.157,30.00,-12.00,-12.00,-13.00,3,143.37,30.40,-158.31
11,5700.586,28.00,-11.00,-12.00,-11.00,3,144.27,30.14,-156.61
12,6208.177,22.00,-11.00,-11.00,-11.00,3,142.91,28.59,-157.69
13,6724.728,54.00,17.00,15.00,16.00,3,140.01,26.06,-163.35
14,7266.431,92.00,61.00,59.00,60.00,3,139.90,32.03,-165.59
15,7750.665,112.00,73.00,75.00,77.00,3,139.22,36.42,-169.21
16,8284.668,119.00,84.00,80.00,81.00,3,141.57,38.31,-171.09
17,8784.714,109.00,78.00,77.00,78.00,3,141.00,40.09,-174.29
18,9315.422999999999,103.00,70.00,69.00,69.00,3,139.53,43.13,179.77
19,9820.931,109.00,72.00,71.00,68.00,3,129.36,39.35,163.58
20,10351.108,121.00,78.00,78.00,75.00,3,121.65,32.33,143.67
21,10856.833,96.00,51.00,48.00,51.00,3,124.00,20.38,125.34
22,11404.572999999999,68.00,22.00,23.00,24.00,3,128.00,8.09,106.41
23,11891.422,52.00,12.00,14.00,12.00,3,132.70,2.39,100.26
24,12427.967,35.00,0.00,0.00,0.00,3,141.01,0.82,95.12
25,12925.631,39.00,-2.00,-1.00,-1.00,3,144.88,1.34,92.48
