,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.029,149.00,112.00,112.00,112.00,3,119.90,24.36,-159.17
1,504.16399999999993,130.00,94.00,97.00,96.00,3,111.02,20.48,-163.40
2,1033.345,47.00,95.00,94.00,95.00,3,127.66,34.17,-158.46
3,1543.8590000000002,40.00,91.00,92.00,91.00,3,128.52,31.58,-159.40
4,2067.084,43.00,64.00,65.00,65.00,3,131.73,28.50,-159.22
5,2574.326,71.00,29.00,30.00,29.00,3,131.27,26.12,-159.07
6,3102.153,65.00,15.00,14.00,15.00,3,132.31,26.29,-157.76
7,3646.258,57.00,11.00,12.00,12.00,3,131.33,26.95,-157.95
8,4138.521,52.00,4.00,4.00,6.00,3,130.38,26.93,-159.56
9,4667.795,45.00,1.00,0.00,0.00,3,131.65,27.46,-158.07
10,5173.092,40.00,0.00,0.00,0.00,3,133.61,27.09,-154.72
11,5688.848,45.00,0.00,0.00,1.00,3,133.24,25.88,-154.54
12,6208.903,79.00,44.00,43.00,44.00,3,131.97,19.50,-155.74
13,6718.997,93.00,83.00,84.00,82.00,3,134.59,22.29,-156.95
14,7246.197999999999,148.00,118.00,118.00,118.00,3,137.74,26.68,-159.27
15,7753.624000000001,150.00,122.00,121.00,118.00,3,138.60,26.43,-162.19
16,8282.654,152.00,120.00,118.00,117.00,3,140.76,28.52,-166.82
17,8789.823,100.00,66.00,65.00,66.00,3,139.99,31.71,-173.82
18,9316.719000000001,66.00,24.00,25.00,26.00,3,126.81,27.72,152.38
19,9824.625,67.00,18.00,20.00,19.00,3,125.35,16.54,136.76
20,10351.787,70.00,11.00,12.00,12.00,3,137.70,8.98,122.26
21,10859.015,64.00,7.00,9.00,12.00,3,138.41,5.59,108.12
22,11391.66,58.00,16.00,17.00,17.00,3,140.40,1.55,93.78
23,11894.428,51.00,12.00,12.00,11.00,3,139.06,1.39,93.46
