,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.029,81.00,60.00,60.00,60.00,3,97.39,16.95,-165.12
1,523.1400000000001,96.00,84.00,84.00,84.00,3,96.87,17.73,-165.91
2,1038.59,45.00,73.00,73.00,73.00,3,130.99,31.24,-157.31
3,1552.226,58.00,96.00,97.00,96.00,3,138.63,34.44,-163.76
4,2087.896,57.00,91.00,92.00,92.00,3,139.33,34.77,-164.33
5,2581.67,58.00,58.00,57.00,57.00,3,139.79,32.02,-164.30
6,3116.009,64.00,28.00,28.00,28.00,3,139.63,31.98,-163.92
7,3615.186,60.00,14.00,13.00,12.00,3,140.40,32.98,-161.20
8,4143.848,61.00,16.00,16.00,16.00,3,139.94,33.32,-161.41
9,4663.562,58.00,11.00,11.00,9.00,3,139.12,31.24,-161.09
10,5200.647,51.00,6.00,7.00,9.00,3,142.33,31.70,-157.29
11,5689.77,33.00,11.00,11.00,10.00,3,142.40,32.55,-157.26
12,6214.176,25.00,7.00,7.00,4.00,3,141.67,31.05,-159.58
13,6722.4259999999995,90.00,45.00,48.00,48.00,3,139.12,28.59,-165.09
14,7254.71,108.00,70.00,70.00,68.00,3,138.18,34.18,-166.55
15,7759.553000000001,119.00,83.00,84.00,84.00,3,135.79,41.45,-169.25
16,8286.719,134.00,109.00,111.00,110.00,3,135.18,43.46,-174.19
17,8807.485,123.00,104.00,104.00,102.00,3,135.50,43.23,-176.16
18,9355.383,111.00,91.00,92.00,92.00,3,135.33,43.48,179.52
19,9825.697,108.00,89.00,89.00,89.00,3,133.07,43.05,173.86
20,10371.687,122.00,89.00,89.00,89.00,3,123.67,29.39,138.39
21,10863.519,88.00,57.00,58.00,59.00,3,124.84,19.13,119.53
22,11394.187,85.00,48.00,48.00,48.00,3,129.66,9.17,104.13
23,11893.833,65.00,33.00,30.00,30.00,3,134.48,6.19,103.24
24,12466.094,52.00,20.00,20.00,19.00,3,139.34,4.62,97.76
25,12937.542000000001,51.00,20.00,18.00,17.00,3,140.65,4.02,95.66
