,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.052,97.00,47.00,48.00,48.00,3,106.01,14.22,-160.74
1,520.3950000000001,124.00,112.00,114.00,112.00,3,101.19,11.01,-162.10
2,1035.436,55.00,105.00,105.00,104.00,3,126.46,28.19,-154.83
3,1543.4840000000002,41.00,101.00,102.00,100.00,3,142.45,27.31,-163.18
4,2081.319,49.00,83.00,84.00,85.00,3,143.72,23.58,-163.63
5,2577.5350000000003,71.00,46.00,45.00,46.00,3,143.95,21.64,-164.30
6,3101.533,77.00,31.00,32.00,31.00,3,145.08,21.47,-162.00
7,3612.5530000000003,75.00,21.00,20.00,20.00,3,144.94,21.63,-161.24
8,4143.79,82.00,23.00,23.00,22.00,3,144.74,21.68,-161.60
9,4649.051,71.00,13.00,13.00,14.00,3,144.25,20.21,-161.73
10,5177.101000000001,60.00,2.00,1.00,5.00,3,146.21,21.51,-160.45
11,5684.964,67.00,12.00,14.00,12.00,3,146.95,22.83,-160.58
12,6216.705,49.00,8.00,9.00,9.00,3,146.31,24.01,-161.71
13,6728.377,59.00,5.00,4.00,3.00,3,146.28,22.43,-163.06
14,7247.211,134.00,50.00,49.00,49.00,3,144.44,18.62,-163.70
15,7754.786,131.00,74.00,75.00,75.00,3,145.21,23.60,-162.67
16,8281.757000000001,133.00,96.00,95.00,97.00,3,143.82,33.02,-166.57
17,8805.133,150.00,108.00,110.00,108.00,3,144.01,33.94,-168.66
18,9345.164999999999,135.00,112.00,111.00,112.00,3,144.84,34.56,-170.21
19,9827.565,125.00,103.00,105.00,106.00,3,144.60,36.40,-171.71
20,10352.196,134.00,107.00,107.00,106.00,3,141.90,38.23,178.00
21,10859.130000000001,130.00,100.00,100.00,97.00,3,135.93,28.72,154.79
22,11389.356,120.00,80.00,78.00,78.00,3,130.84,18.80,130.58
23,11924.061,95.00,51.00,48.00,47.00,3,131.35,13.34,112.41
24,12419.520999999999,84.00,28.00,28.00,29.00,3,136.37,7.83,105.19
25,12945.553,69.00,13.00,13.00,14.00,3,140.02,6.48,99.69
26,13459.379,59.00,9.00,10.00,10.00,3,142.92,5.99,96.09
