,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.052,39.00,-2.00,-2.00,-2.00,3,87.80,13.28,-163.41
1,525.805,84.00,73.00,75.00,76.00,3,87.13,14.24,-162.62
2,1033.428,48.00,69.00,69.00,69.00,3,96.22,22.88,-159.78
3,1560.5690000000002,34.00,65.00,65.00,69.00,3,130.38,41.56,-171.20
4,2081.097,27.00,45.00,46.00,46.00,3,131.01,40.17,-170.25
5,2616.917,38.00,9.00,9.00,9.00,3,131.24,37.22,-170.34
6,3104.584,41.00,-2.00,-4.00,-2.00,3,131.83,36.61,-169.12
7,3650.112,33.00,-7.00,-7.00,-6.00,3,129.68,37.53,-169.81
8,4154.102,20.00,-8.00,-8.00,-8.00,3,128.21,36.57,-171.55
9,4673.355,16.00,-7.00,-7.00,-8.00,3,128.25,33.98,-171.26
10,5177.549,6.00,-10.00,-11.00,-10.00,3,131.27,34.85,-168.72
11,5705.3640000000005,8.00,-7.00,-8.00,-7.00,3,132.46,35.33,-170.50
12,6211.289,80.00,39.00,38.00,37.00,3,130.72,32.41,-173.24
13,6763.642,113.00,68.00,68.00,67.00,3,128.51,34.76,-175.26
14,7246.336,125.00,78.00,81.00,81.00,3,128.01,43.20,-178.44
15,7786.762000000001,100.00,60.00,61.00,59.00,3,131.41,42.06,-178.91
16,8280.652999999998,111.00,66.00,64.00,66.00,3,131.65,42.34,178.61
17,8808.662,128.00,71.00,71.00,68.00,3,119.10,45.91,162.14
18,9319.721,92.00,47.00,46.00,47.00,3,119.70,27.43,131.19
19,9855.213,68.00,34.00,34.00,34.00,3,125.39,12.99,107.72
20,10351.631,64.00,27.00,27.00,27.00,3,130.52,8.45,103.86
21,10877.68,54.00,12.00,11.00,12.00,3,137.87,7.74,102.43
22,11385.179,42.00,7.00,6.00,6.00,3,140.26,6.48,99.89
23,11920.101,42.00,3.00,3.00,0.00,3,141.72,6.65,98.65
24,12419.526,37.00,-1.00,-2.00,-2.00,3,143.81,5.87,96.86
25,12947.973,36.00,-2.00,-1.00,-1.00,3,143.76,5.08,98.10
