,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.030000000000000002,66.00,27.00,23.00,22.00,3,102.05,25.58,-168.36
1,533.636,165.00,121.00,121.00,117.00,3,94.16,20.40,-161.75
2,1035.592,105.00,102.00,101.00,104.00,3,95.66,24.68,-162.71
3,1562.692,57.00,108.00,112.00,111.00,3,126.05,30.65,-160.85
4,2069.963,62.00,104.00,102.00,104.00,3,125.64,31.91,-163.95
5,2598.261,55.00,52.00,53.00,53.00,3,128.74,28.70,-162.26
6,3105.339,88.00,42.00,42.00,39.00,3,128.63,26.85,-162.57
7,3640.0640000000003,71.00,15.00,15.00,15.00,3,129.49,28.41,-160.50
8,4141.66,67.00,13.00,14.00,14.00,3,129.48,27.81,-160.10
9,4675.371,71.00,16.00,15.00,12.00,3,129.72,24.75,-158.69
10,5175.755,61.00,9.00,12.00,12.00,3,131.17,23.69,-158.39
11,5706.383,42.00,7.00,8.00,7.00,3,135.03,27.50,-154.04
12,6212.08,33.00,8.00,7.00,5.00,3,135.44,27.77,-153.89
13,6739.537,57.00,11.00,11.00,11.00,3,135.15,22.31,-157.83
14,7251.175,89.00,29.00,29.00,30.00,3,135.58,20.68,-159.67
15,7809.090999999999,97.00,55.00,58.00,60.00,3,137.45,28.26,-162.72
16,8283.78,137.00,99.00,97.00,96.00,3,138.02,28.86,-164.44
17,8819.573999999999,143.00,104.00,104.00,104.00,3,138.22,29.34,-167.28
18,9320.606,144.00,101.00,100.00,98.00,3,138.87,32.40,-172.21
19,9847.729,124.00,75.00,78.00,81.00,3,131.57,40.94,164.20
20,10369.276,93.00,48.00,47.00,46.00,3,119.81,36.41,134.79
21,10884.092,78.00,24.00,27.00,26.00,3,128.39,19.72,113.84
22,11403.168000000001,80.00,15.00,14.00,14.00,3,133.40,14.58,109.30
23,11936.915,65.00,21.00,18.00,17.00,3,145.68,9.89,92.98
