,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.029,75.00,67.00,65.00,66.00,3,104.45,18.49,-159.71
1,517.265,100.00,93.00,92.00,93.00,3,104.46,18.37,-160.10
2,1054.914,39.00,80.00,78.00,79.00,3,137.83,35.47,-159.41
3,1538.9930000000002,31.00,81.00,79.00,80.00,3,148.35,33.24,-168.39
4,2072.8,29.00,67.00,67.00,67.00,3,146.69,33.35,-169.00
5,2573.518,40.00,21.00,21.00,21.00,3,148.29,28.97,-169.07
6,3102.085,51.00,12.00,12.00,12.00,3,148.77,29.42,-167.03
7,3609.083,46.00,17.00,17.00,17.00,3,148.20,29.49,-166.41
8,4140.684,43.00,15.00,14.00,15.00,3,148.04,27.32,-167.57
9,4651.005999999999,41.00,12.00,13.00,12.00,3,149.98,29.29,-167.41
10,5191.375,37.00,4.00,4.00,4.00,3,150.80,29.37,-166.33
11,5682.125,48.00,3.00,4.00,3.00,3,150.89,29.20,-166.56
12,6211.198,134.00,29.00,30.00,30.00,3,149.96,24.90,-169.05
13,6717.684,145.00,64.00,63.00,63.00,3,149.88,24.02,-168.16
14,7247.898,119.00,98.00,98.00,98.00,3,148.29,33.43,-173.81
15,7754.264,123.00,104.00,105.00,105.00,3,147.88,35.06,-176.26
16,8318.195,118.00,96.00,95.00,96.00,3,146.77,38.91,177.33
17,8790.718,115.00,88.00,88.00,89.00,3,143.08,41.09,170.34
18,9317.949,70.00,64.00,64.00,64.00,3,126.40,29.36,130.40
19,9829.204000000002,56.00,40.00,40.00,40.00,3,127.19,14.59,111.99
20,10354.614,57.00,32.00,32.00,33.00,3,135.22,6.02,108.55
21,10893.228000000001,51.00,18.00,19.00,19.00,3,138.77,4.42,103.44
22,11390.731,44.00,7.00,7.00,7.00,3,140.74,3.35,97.90
23,11900.653999999999,42.00,4.00,5.00,4.00,3,141.76,1.40,94.50
24,12437.170999999998,45.00,3.00,3.00,3.00,3,142.03,-1.24,95.33
