,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.028,45.00,-5.00,-7.00,-7.00,3,97.98,8.77,-161.94
1,527.8580000000001,107.00,80.00,81.00,80.00,3,98.05,8.68,-162.02
2,1034.1309999999999,117.00,62.00,64.00,67.00,3,101.84,19.70,-162.79
3,1561.5829999999999,38.00,63.00,64.00,63.00,3,127.96,21.55,-156.02
4,2086.043,83.00,62.00,62.00,63.00,3,129.25,23.81,-159.03
5,2604.934,64.00,50.00,49.00,49.00,3,130.47,23.10,-159.61
6,3103.549,50.00,8.00,11.00,11.00,3,129.71,21.19,-160.55
7,3640.574,50.00,0.00,0.00,0.00,3,131.78,21.24,-159.35
8,4138.567,46.00,-12.00,-11.00,-10.00,3,131.87,21.69,-157.89
9,4672.165,38.00,-9.00,-9.00,-9.00,3,131.58,21.85,-157.58
10,5193.508,33.00,-10.00,-9.00,-9.00,3,131.19,21.41,-157.55
11,5703.729,29.00,-13.00,-13.00,-14.00,3,134.69,20.71,-154.85
12,6229.491,24.00,-11.00,-11.00,-11.00,3,136.05,20.57,-153.78
13,6738.108,50.00,17.00,17.00,20.00,3,136.95,19.87,-155.77
14,7252.773,71.00,25.00,24.00,25.00,3,138.88,19.93,-156.77
15,7793.433,87.00,53.00,55.00,53.00,3,140.13,26.32,-159.50
16,8281.878,107.00,73.00,73.00,73.00,3,140.14,25.75,-158.56
17,8810.912,108.00,70.00,69.00,70.00,3,141.02,26.13,-159.45
18,9318.466,102.00,58.00,59.00,59.00,3,140.85,25.10,-163.07
19,9850.128,34.00,9.00,10.00,11.00,3,132.06,26.01,160.50
20,10366.439,23.00,-7.00,-7.00,-8.00,3,137.62,9.19,131.67
21,10880.541,38.00,-11.00,-11.00,-11.00,3,145.72,1.68,110.24
22,11389.659,27.00,-15.00,-13.00,-13.00,3,152.20,-0.14,102.06
23,11917.963,30.00,-11.00,-11.00,-13.00,3,154.71,-0.48,90.84
24,12422.758,30.00,-7.00,-7.00,-7.00,3,150.03,-0.87,94.68
