,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.031,96.00,74.00,77.00,77.00,3,105.11,12.77,-159.20
1,506.896,122.00,80.00,79.00,76.00,3,102.99,11.78,-158.22
2,1034.048,26.00,65.00,67.00,67.00,3,131.43,9.42,-153.88
3,1553.502,57.00,60.00,62.00,63.00,3,131.38,10.94,-160.63
4,2081.643,49.00,34.00,34.00,34.00,3,131.63,10.18,-159.24
5,2575.621,46.00,2.00,2.00,2.00,3,132.15,9.47,-160.36
6,3113.6879999999996,46.00,-4.00,-3.00,-2.00,3,133.15,9.84,-158.83
7,3620.4049999999997,45.00,-1.00,-1.00,-2.00,3,133.05,10.83,-158.35
8,4137.626,33.00,-6.00,-7.00,-7.00,3,133.39,11.05,-158.72
9,4644.813,40.00,-14.00,-13.00,-13.00,3,133.39,13.70,-158.89
10,5173.291,39.00,-11.00,-12.00,-12.00,3,135.01,11.24,-159.02
11,5695.812,39.00,-5.00,-5.00,-6.00,3,134.90,8.72,-160.08
12,6232.551,94.00,34.00,35.00,33.00,3,136.24,10.31,-159.88
13,6718.531,117.00,77.00,77.00,76.00,3,141.01,17.02,-162.48
14,7253.906,122.00,92.00,95.00,96.00,3,142.77,19.45,-162.00
15,7752.686,108.00,74.00,75.00,75.00,3,142.71,23.23,-165.39
16,8280.618,119.00,64.00,65.00,67.00,3,140.13,29.68,179.30
17,8788.649,81.00,22.00,22.00,21.00,3,130.73,21.15,146.02
18,9317.57,45.00,-2.00,0.00,0.00,3,143.05,2.87,115.69
19,9836.436000000002,45.00,-6.00,-6.00,-6.00,3,146.31,1.14,106.85
20,10373.414,75.00,-14.00,-13.00,-14.00,3,148.63,3.90,98.47
21,10869.742,64.00,-12.00,-13.00,-11.00,3,149.38,4.88,91.35
22,11396.488,38.00,-11.00,-11.00,-10.00,3,146.17,-1.64,82.49
23,11891.734,31.00,-12.00,-11.00,-11.00,3,144.14,-2.28,81.30
24,12422.81,29.00,-10.00,-10.00,-10.00,3,136.58,-3.59,100.45
