,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.030000000000000002,28.00,2.00,2.00,2.00,3,122.30,21.91,-158.87
1,489.338,115.00,99.00,100.00,99.00,3,100.44,15.90,-161.94
2,1026.207,50.00,74.00,73.00,74.00,3,103.43,15.86,-162.19
3,1524.011,28.00,63.00,63.00,64.00,3,141.83,32.72,-161.58
4,2053.6259999999997,18.00,58.00,58.00,58.00,3,143.27,33.60,-163.92
5,2556.69,2.00,41.00,42.00,42.00,3,142.08,33.48,-163.58
6,3088.492,4.00,23.00,22.00,22.00,3,141.60,31.86,-162.71
7,3601.309,7.00,0.00,0.00,0.00,3,141.43,30.41,-160.96
8,4142.495,7.00,-2.00,-2.00,-2.00,3,141.90,31.85,-158.26
9,4627.544,8.00,-3.00,-2.00,-3.00,3,141.14,32.56,-157.30
10,5159.191,11.00,-4.00,-4.00,-4.00,3,141.18,32.08,-156.38
11,5664.671,9.00,-4.00,-4.00,-4.00,3,141.62,32.24,-155.37
12,6192.526,7.00,-4.00,-4.00,-4.00,3,142.96,36.82,-154.08
13,6726.874,-2.00,-6.00,-5.00,-5.00,3,142.44,36.38,-155.12
14,7226.896,46.00,20.00,21.00,21.00,3,141.19,34.22,-156.96
15,7740.787,100.00,57.00,57.00,56.00,3,139.86,27.15,-161.85
16,8278.77,120.00,86.00,86.00,86.00,3,139.65,41.78,-166.28
17,8774.014,133.00,102.00,104.00,102.00,3,140.35,45.55,-168.42
18,9305.296999999999,131.00,109.00,108.00,108.00,3,141.31,45.08,-171.65
19,9806.879,120.00,102.00,103.00,102.00,3,140.18,45.31,-176.23
20,10335.668,121.00,99.00,100.00,100.00,3,137.24,47.87,177.20
21,10841.6,124.00,88.00,88.00,87.00,3,123.75,41.32,151.05
22,11369.213,108.00,50.00,49.00,50.00,3,116.32,19.26,120.27
23,11881.577,81.00,37.00,37.00,36.00,3,121.29,7.24,108.21
24,12425.785,64.00,27.00,27.00,27.00,3,131.42,0.34,105.54
25,12911.829,58.00,22.00,22.00,21.00,3,135.16,-0.98,102.10
