,timestamp,yaw,pitch,row
0,0.039,-150.73,45.72,-131.28
1,64.61500000000001,-150.67,45.52,-131.05
2,136.531,-150.49,44.42,-130.06
3,202.50099999999998,-150.19,42.65,-128.78
4,271.629,-148.18,40.21,-123.43
5,338.04200000000003,-149.68,39.32,-123.27
6,412.329,-154.15,39.84,-124.14
7,472.548,-158.58,40.68,-125.09
8,541.4590000000001,-166.27,42.37,-127.67
9,608.016,-172.72,43.48,-130.78
10,680.948,179.58,43.54,-134.29
11,741.9350000000001,174.03,42.53,-136.55
12,812.173,167.82,38.11,-137.50
13,883.381,164.26,35.05,-139.37
14,951.209,161.48,30.17,-140.44
15,1014.143,160.50,25.79,-141.63
16,1084.841,162.14,20.45,-141.78
17,1149.772,164.72,16.53,-141.55
18,1221.167,169.18,12.60,-142.28
19,1289.4470000000001,173.21,10.94,-143.19
20,1359.313,179.42,9.54,-143.16
21,1427.653,-175.62,9.27,-142.70
22,1497.5700000000002,-169.21,11.63,-142.25
23,1571.9270000000001,-165.61,15.02,-141.74
24,1642.287,-161.52,21.47,-140.47
25,1698.427,-160.38,25.09,-139.35
26,1769.709,-160.08,29.89,-137.01
27,1835.0059999999999,-160.78,32.79,-136.11
28,1907.127,-162.13,35.92,-134.75
29,1970.526,-163.59,38.10,-133.88
