,timestamp,yaw,pitch,row
0,0.031,-138.71,53.60,-142.52
1,69.854,-138.03,54.13,-141.59
2,134.63400000000001,-138.12,54.27,-142.04
3,207.268,-137.49,55.14,-140.98
4,296.971,-136.41,55.82,-139.55
5,338.235,-136.38,55.07,-139.18
6,399.674,-137.73,52.99,-139.41
7,477.505,-139.32,49.94,-138.85
8,536.894,-140.31,47.13,-137.98
9,603.287,-142.19,42.28,-135.37
10,668.646,-144.26,38.60,-133.55
11,741.302,-147.43,33.80,-132.64
12,799.465,-149.54,30.67,-131.81
13,874.8820000000001,-152.24,26.02,-130.76
14,937.1519999999999,-153.66,22.18,-129.58
15,1004.6550000000001,-156.13,16.99,-129.31
16,1069.58,-158.27,13.48,-129.26
17,1135.413,-160.44,9.14,-128.57
18,1202.734,-162.30,6.83,-128.49
19,1282.802,-164.86,3.20,-128.04
20,1337.68,-166.65,0.70,-127.47
21,1446.8220000000001,-168.97,-2.21,-126.29
22,1468.3090000000002,-171.23,-4.08,-125.29
23,1540.3700000000001,-175.14,-6.20,-123.87
24,1613.151,-177.50,-7.51,-122.50
25,1673.489,179.14,-8.98,-120.95
26,1746.4360000000001,177.20,-9.54,-120.37
27,1810.718,174.08,-10.40,-119.41
28,1884.6009999999999,171.95,-11.16,-118.47
29,1940.295,169.09,-12.17,-117.30
