,timestamp,yaw,pitch,row
0,58501.047999999995,-170.48,25.20,-155.44
1,58578.814,-170.32,26.28,-154.30
2,58633.69,-169.99,27.47,-152.96
3,58699.205,-169.75,28.56,-152.81
4,58768.184,-169.42,29.75,-152.08
5,58834.100999999995,-169.25,30.39,-151.82
6,58903.989,-168.45,31.08,-150.34
7,58970.148,-168.14,31.11,-149.09
8,59040.237,-168.10,30.95,-148.46
9,59104.563,-168.15,31.17,-148.68
10,59174.295999999995,-168.48,31.39,-148.99
11,59239.337999999996,-168.80,31.64,-149.49
12,59304.549,-169.04,32.07,-149.79
13,59373.895,-169.33,32.21,-150.09
14,59443.986000000004,-169.34,32.00,-150.03
15,59510.7,-169.40,31.83,-150.05
16,59581.195,-169.39,31.83,-150.05
17,59645.35,-169.52,31.76,-150.14
18,59715.434,-169.64,31.68,-150.24
19,59780.062,-169.86,31.68,-150.51
20,59848.699,-169.88,31.68,-150.60
21,59915.473,-170.09,31.74,-150.72
22,59984.769,-170.20,31.65,-150.96
23,60050.983,-170.02,31.71,-150.92
24,60121.129,-169.96,31.70,-150.91
25,60187.054000000004,-169.93,31.77,-150.95
26,60256.58,-169.94,31.83,-150.97
27,60323.186,-169.98,31.84,-151.16
28,60391.989,-170.14,32.04,-151.40
29,60457.456999999995,-170.27,32.22,-151.49
