,timestamp,yaw,pitch,row
0,0.045000000000000005,143.48,4.53,-166.89
1,64.82400000000001,143.22,4.27,-167.06
2,135.588,142.30,4.14,-166.71
3,201.016,140.97,3.67,-165.35
4,269.67600000000004,139.10,2.54,-162.30
5,335.63,136.72,1.48,-162.49
6,406.44,134.47,0.54,-163.08
7,470.717,133.82,0.83,-163.53
8,544.698,133.56,1.16,-163.83
9,605.992,135.11,1.43,-163.40
10,675.165,140.98,2.25,-163.36
11,741.057,148.33,2.50,-162.67
12,809.895,159.13,1.07,-162.00
13,875.36,167.35,-1.15,-160.58
14,947.8,175.29,-4.59,-159.79
15,1028.2230000000002,178.41,-7.45,-160.52
16,1091.945,179.39,-10.12,-162.04
17,1146.084,177.35,-11.14,-163.48
18,1222.496,171.78,-11.90,-164.74
19,1283.817,166.53,-12.54,-164.17
20,1352.457,158.60,-13.72,-163.62
21,1418.679,152.07,-13.76,-163.01
22,1486.779,142.56,-12.89,-162.37
23,1554.16,136.21,-12.10,-161.61
24,1627.98,127.94,-12.30,-160.13
25,1689.47,122.71,-12.69,-159.02
26,1762.933,119.20,-11.53,-157.93
27,1824.782,118.31,-10.46,-158.18
28,1897.883,119.54,-8.95,-159.87
29,1959.912,121.58,-8.03,-160.85
