,timestamp,yaw,pitch,row
0,0.028,179.55,41.52,-127.55
1,65.414,179.67,41.48,-127.45
2,133.456,-179.71,41.70,-127.15
3,205.725,-178.95,42.47,-126.60
4,273.149,-179.86,44.91,-127.27
5,338.382,176.35,47.18,-130.13
6,422.61199999999997,165.69,49.32,-137.50
7,472.586,155.39,48.93,-144.38
8,544.256,140.02,44.96,-155.89
9,613.74,131.33,39.82,-163.71
10,678.577,127.83,30.98,-166.26
11,745.853,129.72,25.74,-164.41
12,818.484,133.85,20.62,-164.26
13,907.102,137.66,18.30,-164.46
14,947.959,143.46,16.77,-165.40
15,1022.6059999999999,145.83,16.70,-166.11
16,1087.9669999999999,148.13,19.24,-166.67
17,1151.4180000000001,148.93,23.61,-166.74
18,1226.985,149.55,32.61,-166.95
19,1287.145,149.86,41.86,-168.05
20,1375.143,151.66,57.31,-168.93
21,1420.445,154.20,67.36,-168.45
22,1495.738,166.22,80.02,-158.60
23,1557.673,-147.51,85.85,-113.20
24,1635.612,-64.02,81.90,-29.14
25,1692.521,-53.95,77.31,-18.16
26,1765.231,-48.19,73.12,-10.73
27,1831.747,-44.97,71.20,-6.46
28,1899.89,-41.48,68.94,-2.14
29,1970.599,-39.62,68.17,0.03
