,timestamp,yaw,pitch,row
0,9077.009,-176.68,45.12,-164.67
1,9154.062,-176.63,45.15,-164.58
2,9215.47,-176.59,45.17,-164.47
3,9288.493,-176.52,45.17,-164.34
4,9346.503,-176.42,45.27,-164.33
5,9420.285,-176.28,45.33,-164.25
6,9483.957999999999,-176.22,45.32,-164.25
7,9557.201,-176.33,45.46,-164.34
8,9626.861,-176.59,45.64,-164.59
9,9692.1,-178.14,45.60,-166.47
10,9759.649,178.89,44.78,-171.47
11,9826.859,175.39,42.49,-177.89
12,9894.596,173.18,40.15,178.86
13,9963.958999999999,170.08,37.30,174.45
14,10033.82,168.24,34.97,171.57
15,10099.017,165.36,29.83,165.69
16,10165.601,163.85,26.28,161.06
17,10240.576000000001,162.35,21.92,154.84
18,10300.345,161.85,19.16,149.86
19,10368.452,162.40,14.90,143.91
20,10438.079,163.59,11.99,139.67
21,10505.350999999999,166.20,8.64,134.04
22,10572.858,167.81,6.85,129.42
23,10644.051,170.72,4.85,123.52
24,10707.883,172.67,3.86,120.09
25,10778.464,176.10,2.61,113.63
26,10843.927000000001,178.47,2.17,109.27
27,10918.728,-178.45,2.13,103.99
28,10979.887,-176.00,2.17,99.97
29,11048.966999999999,-173.08,2.23,95.49
