,timestamp,yaw,pitch,row
0,0.032,-177.68,47.75,-133.29
1,41.389,-178.03,47.15,-132.96
2,132.628,-178.55,46.96,-132.96
3,176.205,-178.78,46.22,-132.57
4,241.649,-177.97,45.73,-131.56
5,312.836,-176.04,45.04,-129.35
6,374.231,-174.52,45.28,-128.07
7,446.069,-172.94,46.59,-126.22
8,507.899,-174.35,48.45,-126.45
9,582.9069999999999,179.24,51.21,-130.22
10,648.8589999999999,173.01,52.42,-134.21
11,714.603,161.04,52.29,-142.12
12,783.843,150.73,50.17,-149.19
13,850.56,141.55,44.90,-155.41
14,941.23,137.57,39.30,-158.42
15,985.446,136.69,30.67,-159.61
16,1051.3129999999999,138.33,25.57,-160.41
17,1120.317,142.12,21.58,-162.57
18,1186.658,146.29,19.37,-162.65
19,1256.2420000000002,150.38,18.84,-163.56
20,1324.011,152.34,21.82,-164.46
21,1386.877,152.74,30.81,-166.69
22,1456.501,152.28,40.87,-168.28
23,1525.257,152.26,54.42,-169.31
24,1591.186,153.12,65.20,-169.08
25,1661.4489999999998,155.60,77.82,-168.07
26,1726.693,172.66,86.03,-152.12
27,1796.219,-40.86,82.86,-6.83
28,1863.902,-34.59,77.21,-1.80
29,1931.875,-34.46,71.55,-1.68
