,yaw_0,yaw_1,yaw_2,yaw_3,yaw_4,yaw_5,yaw_6,yaw_7,yaw_8,yaw_9,yaw_10,yaw_11,yaw_12,yaw_13,yaw_14,yaw_15,yaw_16,yaw_17,yaw_18,yaw_19,yaw_20,yaw_21,yaw_22,yaw_23,yaw_24,yaw_25,yaw_26,yaw_27,yaw_28,yaw_29,pitch_0,pitch_1,pitch_2,pitch_3,pitch_4,pitch_5,pitch_6,pitch_7,pitch_8,pitch_9,pitch_10,pitch_11,pitch_12,pitch_13,pitch_14,pitch_15,pitch_16,pitch_17,pitch_18,pitch_19,pitch_20,pitch_21,pitch_22,pitch_23,pitch_24,pitch_25,pitch_26,pitch_27,pitch_28,pitch_29,row_0,row_1,row_2,row_3,row_4,row_5,row_6,row_7,row_8,row_9,row_10,row_11,row_12,row_13,row_14,row_15,row_16,row_17,row_18,row_19,row_20,row_21,row_22,row_23,row_24,row_25,row_26,row_27,row_28,row_29,gesture
0,-171.77,-171.7,-171.39,-171.14,-171.14,-171.82,-173.7,-174.86,-177.06,-179.14,177.04,173.14,166.83,163.07,157.6,155.18,152.56,151.66,151.06,151.22,151.82,152.86,154.46,155.89,157.85,159.45,161.68,163.71,166.64,169.13,42.4,42.47,42.68,42.94,44.1,45.32,44.89,44.52,43.95,43.53,41.86,39.26,34.43,30.7,25.17,21.81,17.29,14.58,11.23,8.77,6.18,4.29,2.4,1.21,0.1,-0.63,-1.11,-1.33,-1.51,-1.65,-155.48,-155.39,-155.09,-154.72,-154.74,-155.35,-157.29,-158.7,-161.67,-164.4,-168.79,-175.37,172.66,164.74,151.77,143.89,133.54,127.63,120.64,115.3,109.38,105.06,98.43,93.2,85.9,81.05,75.5,71.79,67.88,64.2,left
1,-175.58,-175.61,-176.25,-176.65,-179.84,178.73,172.83,170.45,165.47,164.42,162.85,162.74,162.8,162.95,164.34,164.94,167.36,168.12,170.89,172.07,175.51,176.65,-179.62,-178.27,-174.55,-173.11,-169.84,-168.93,-166.24,-165.18,56.22,56.29,56.81,56.89,56.03,55.33,51.25,49.06,40.97,37.75,29.62,27.66,21.11,19.03,13.66,12.2,6.9,5.29,0.94,-0.5,-3.58,-4.41,-6.19,-6.22,-6.25,-6.37,-5.74,-5.26,-4.39,-4.19,-169.18,-169.17,-169.66,-170.04,-174.23,-176.06,175.14,170.4,158.16,154.27,145.62,144.16,137.34,134.78,129.15,127.73,122.03,119.57,112.77,110.5,103.36,101.1,94.41,92.16,86.65,84.69,79.7,77.99,74.55,73.79,left
2,-134.95,-134.95,-135.22,-136.48,-137.61,-140.0,-142.55,-147.05,-150.67,-158.77,-167.12,-176.47,177.18,169.79,165.21,159.18,155.1,150.16,147.22,144.16,143.34,143.43,144.0,144.95,145.68,146.56,146.95,147.62,148.2,149.02,54.21,54.15,53.97,53.43,53.79,53.9,53.61,53.6,53.52,52.73,51.74,50.03,47.91,44.98,42.77,39.08,36.39,33.13,30.03,26.47,24.04,21.87,19.41,16.91,15.58,12.61,11.04,10.02,9.67,9.82,-129.02,-128.93,-129.08,-129.61,-130.46,-132.44,-135.24,-139.85,-143.82,-152.72,-161.79,-171.96,-179.81,170.3,163.67,153.42,146.12,137.77,132.0,125.35,121.19,117.82,113.48,108.81,105.95,98.34,93.46,89.21,85.86,82.67,left
3,173.87,173.82,173.58,173.39,171.42,170.48,167.64,166.9,163.86,162.96,160.8,160.0,158.7,158.56,159.17,159.45,159.99,160.41,162.26,163.06,165.54,166.41,168.69,169.36,171.78,172.52,174.87,175.68,178.46,179.53,53.5,53.53,53.83,53.93,54.46,54.38,52.72,52.14,48.4,47.0,41.77,39.73,32.42,30.29,24.1,22.29,17.08,14.96,9.78,8.22,4.2,2.93,0.03,-0.77,-2.89,-3.41,-4.61,-4.85,-5.28,-5.49,179.4,179.39,179.33,179.26,177.75,176.68,173.3,172.4,166.74,164.73,159.17,157.35,149.48,146.71,141.86,140.46,135.26,132.65,126.32,124.1,117.62,115.71,109.77,107.78,102.65,101.22,97.17,95.48,91.11,88.96,left
4,-173.73,-173.85,-174.02,-174.34,-174.9,-175.41,-176.46,-177.52,-179.4,178.55,174.86,170.7,165.6,161.92,157.7,155.05,152.53,151.36,151.46,152.58,154.92,156.65,159.24,160.66,162.87,164.03,165.91,167.12,168.67,169.96,42.0,42.04,42.22,42.72,44.43,45.81,46.18,46.04,45.62,44.94,43.54,41.5,37.57,34.09,29.45,25.06,19.29,15.64,10.9,8.02,5.22,3.91,2.91,2.64,2.59,2.9,3.89,4.67,5.42,5.82,-147.69,-147.77,-147.82,-147.74,-146.68,-147.04,-148.81,-149.48,-151.79,-154.42,-159.75,-166.56,-177.05,174.95,163.96,154.48,142.53,135.19,126.8,121.44,114.08,109.05,101.15,96.5,89.43,84.85,76.74,71.53,66.48,63.97,left
5,-100.1,-99.08,-98.4,-96.62,-95.66,-93.42,-92.58,-88.23,-86.29,-88.69,-100.5,-141.33,-158.72,175.11,167.18,159.51,158.07,156.42,156.28,156.96,157.84,162.7,166.12,172.99,177.09,-173.83,-169.94,-161.42,-157.89,-148.66,47.66,48.02,48.24,48.83,49.2,50.89,52.52,57.81,61.71,67.71,69.55,69.53,66.32,54.59,47.59,35.3,30.85,22.21,18.37,11.06,8.01,0.34,-2.26,-6.79,-8.91,-12.08,-12.41,-11.5,-10.47,-5.28,-131.92,-130.73,-129.84,-127.75,-126.6,-124.23,-123.35,-120.79,-121.03,-125.06,-135.29,-172.17,172.93,152.08,146.29,143.64,144.09,145.51,146.92,149.99,151.21,153.89,154.56,154.11,153.7,151.16,149.82,145.73,143.72,137.82,left
6,-155.49,-155.26,-155.76,-157.36,-160.17,-166.8,-174.35,173.38,166.08,157.34,152.17,145.82,142.01,137.71,134.67,131.76,130.55,129.51,129.28,129.56,130.04,130.79,131.65,133.18,134.16,135.96,137.36,139.21,140.77,142.93,55.59,56.24,56.52,56.87,56.7,56.39,55.67,53.67,51.27,47.46,44.68,40.54,37.08,32.09,27.92,22.66,18.88,14.94,12.22,8.47,5.65,0.96,-2.44,-6.87,-9.21,-11.7,-13.83,-16.52,-17.8,-19.24,-126.75,-126.96,-127.76,-129.37,-131.53,-137.01,-143.29,-154.78,-161.89,-171.09,-177.08,174.61,169.48,162.3,156.59,149.08,144.46,139.89,136.91,133.27,130.68,125.8,122.79,118.39,115.79,112.51,108.78,105.4,103.8,100.1,left
7,-152.66,-152.58,-152.97,-155.44,-160.75,-166.46,-176.34,176.12,166.06,158.67,150.89,146.09,141.01,138.88,136.55,135.66,134.43,133.9,133.9,134.1,134.93,135.89,137.67,139.13,141.31,142.56,144.98,146.84,149.8,152.06,56.32,56.11,55.79,55.93,55.93,55.91,55.29,54.16,51.35,48.14,43.43,39.54,33.9,30.22,25.06,21.66,16.62,12.99,7.79,4.35,-1.03,-4.13,-8.43,-11.09,-13.73,-15.72,-18.42,-19.3,-19.58,-19.99,-124.77,-124.46,-124.08,-126.71,-131.88,-137.36,-147.24,-155.22,-166.37,-175.11,174.66,167.84,160.08,156.76,151.58,148.33,143.23,139.23,133.88,129.96,124.31,121.1,116.39,113.17,110.21,108.01,104.27,103.16,102.04,101.21,left
8,-133.96,-135.19,-136.94,-140.12,-143.16,-146.41,-149.44,-154.71,-158.47,-163.87,-167.43,-172.26,-175.35,178.36,174.89,170.29,166.86,163.31,160.86,158.5,156.89,155.62,154.99,154.65,154.49,154.76,155.21,157.0,158.23,160.07,53.34,52.69,52.38,52.05,51.4,51.17,50.58,49.23,48.22,46.22,44.6,42.2,40.45,37.65,35.73,32.62,30.22,26.93,23.89,20.48,17.86,14.19,11.46,8.22,6.34,4.02,2.43,0.29,-0.5,-1.29,-138.01,-138.7,-139.83,-142.73,-146.29,-150.06,-153.91,-159.03,-163.7,-170.8,-175.05,178.54,174.75,166.06,160.77,153.87,148.76,143.43,138.85,133.86,130.09,124.31,120.21,114.74,111.09,105.86,101.44,96.16,94.12,90.34,left
9,-122.96,-122.95,-123.54,-124.35,-125.19,-126.13,-126.89,-128.78,-130.71,-137.06,-142.6,-151.82,-157.68,-165.92,-170.79,-177.59,177.41,172.63,168.72,164.11,161.5,159.41,158.01,155.87,154.51,153.45,153.25,153.34,153.52,154.1,47.28,47.14,46.99,47.33,47.42,47.24,47.16,47.39,47.42,47.07,47.17,47.41,47.02,45.78,44.67,42.17,39.67,36.53,34.02,30.29,27.5,24.61,22.22,18.64,16.47,13.73,12.45,11.21,10.25,9.1,-124.44,-123.82,-123.77,-123.72,-124.24,-125.63,-127.04,-129.56,-132.23,-139.62,-145.83,-156.74,-164.09,-174.23,179.49,170.64,164.52,157.85,152.1,144.25,139.49,134.59,130.57,124.23,119.8,114.02,111.1,107.6,104.91,102.5,left
10,-167.42,-167.89,-168.28,-168.74,-170.5,-172.09,-176.87,178.55,172.72,169.48,165.24,162.76,159.01,156.75,153.92,152.15,150.16,149.05,148.31,148.14,148.84,149.58,151.01,152.02,154.24,156.04,159.18,161.66,165.18,167.49,43.83,43.98,44.13,44.55,45.65,45.83,44.86,43.34,41.59,40.33,37.97,36.11,32.78,29.79,26.21,24.12,20.4,18.13,14.44,11.7,8.03,5.87,3.63,2.32,0.75,-0.19,-1.23,-1.55,-1.55,-1.31,-152.15,-152.92,-153.48,-153.9,-154.34,-155.0,-159.47,-166.3,-173.75,-178.91,173.61,168.74,161.11,154.48,147.14,142.39,135.59,131.57,125.48,120.82,115.23,111.08,105.81,102.45,96.0,91.42,83.16,78.25,73.1,71.06,left
11,114.95,109.32,107.56,102.28,99.02,96.02,95.09,93.74,93.36,93.57,94.12,96.99,98.35,102.01,103.6,111.68,116.17,125.14,129.54,137.88,141.01,149.26,153.24,163.64,167.77,175.53,178.53,-175.67,-172.85,-167.9,72.07,69.53,67.75,60.3,55.19,45.9,42.42,34.38,30.93,24.83,22.25,15.99,12.82,7.1,5.26,-0.68,-3.27,-8.57,-10.38,-13.74,-14.3,-13.69,-12.61,-9.08,-6.99,0.57,4.48,10.47,12.79,16.97,129.19,125.51,125.12,123.57,122.39,123.64,124.59,127.73,129.13,132.07,133.56,137.9,139.86,142.31,142.53,144.97,144.46,143.0,142.28,139.33,137.92,133.77,132.47,128.87,127.05,124.46,122.7,120.66,120.22,120.07,left
12,-148.47,-148.6,-148.68,-149.14,-149.61,-151.31,-153.47,-157.0,-159.63,-163.16,-165.76,-169.15,-171.96,-176.98,179.21,172.65,167.52,161.99,158.07,153.89,151.08,148.98,147.76,146.68,145.96,145.2,145.11,145.76,146.12,147.12,48.93,48.99,49.05,49.19,49.56,49.61,48.73,47.25,46.95,46.59,46.45,45.6,44.3,42.34,41.2,39.29,37.45,33.99,31.31,27.92,25.12,20.89,18.37,14.75,12.17,8.87,6.71,3.66,2.26,0.74,-149.55,-149.69,-149.7,-149.85,-149.99,-151.83,-154.0,-157.68,-160.33,-164.99,-168.34,-172.99,-176.23,177.09,171.98,163.16,155.79,148.67,142.05,135.3,129.91,123.22,119.17,113.45,108.6,101.95,97.85,92.28,89.1,85.3,left
13,-158.54,-158.18,-158.52,-159.77,-161.0,-165.34,-170.52,-179.85,173.87,166.11,161.69,156.12,152.45,148.35,145.91,142.88,141.35,139.62,139.12,138.81,138.54,138.55,139.1,139.77,140.38,141.69,142.85,144.74,145.89,148.37,53.37,53.14,53.03,52.8,53.01,53.78,53.89,52.77,51.14,47.93,45.2,41.02,37.63,33.45,30.5,26.47,23.54,18.48,15.88,11.72,9.24,4.82,1.71,-1.83,-4.18,-7.11,-9.49,-12.23,-12.6,-13.52,-134.33,-133.79,-134.05,-134.65,-135.08,-138.51,-143.0,-152.28,-158.58,-166.95,-172.5,-179.85,175.14,168.86,164.89,159.61,155.9,149.97,146.89,143.16,140.44,135.93,132.88,129.46,126.58,123.1,120.07,116.62,116.25,115.02,left
14,-146.36,-146.59,-146.9,-147.26,-147.77,-148.32,-150.2,-152.46,-154.48,-156.76,-160.65,-164.77,-171.34,-176.24,176.44,170.34,162.75,156.9,151.62,148.89,145.16,143.45,141.6,140.59,140.13,139.77,140.38,141.34,143.04,144.7,47.74,47.76,47.85,48.32,49.21,49.7,49.62,48.74,48.44,48.44,47.77,46.87,45.82,44.76,43.51,42.19,39.16,35.95,31.78,28.8,24.41,21.7,17.78,14.72,10.87,7.42,3.49,1.3,-1.49,-3.02,-144.32,-144.43,-144.46,-144.41,-144.71,-145.12,-147.19,-149.98,-152.57,-155.65,-159.82,-164.4,-172.25,-178.32,172.52,164.68,155.24,146.71,138.98,133.96,126.47,121.93,116.57,112.42,107.79,103.03,97.97,94.24,88.11,84.28,left
15,-133.48,-133.8,-134.75,-135.43,-136.66,-137.79,-142.13,-143.97,-147.8,-150.37,-153.31,-157.29,-165.54,-170.96,-178.38,177.67,171.63,165.65,157.77,153.06,148.64,147.09,144.84,143.06,142.36,142.96,143.85,144.59,145.85,146.93,54.57,54.66,54.81,54.81,54.74,54.65,54.27,53.99,53.52,53.19,52.66,51.96,49.73,48.05,46.48,44.84,43.2,41.52,37.76,34.58,29.87,26.99,23.04,19.62,15.51,13.13,10.87,9.67,8.24,7.76,-121.29,-121.59,-122.25,-122.62,-123.64,-124.45,-129.43,-130.86,-134.12,-136.24,-139.35,-144.04,-153.11,-159.58,-169.15,-174.46,177.34,168.52,156.29,148.5,139.36,134.6,127.59,120.73,112.68,107.93,103.55,100.64,96.79,94.38,left
16,-164.06,-164.18,-164.42,-165.48,-166.9,-169.67,-172.65,-175.93,-177.68,178.44,173.9,167.94,164.39,160.79,158.97,156.22,154.79,153.64,153.31,153.72,154.6,156.26,157.89,159.88,161.45,163.73,165.37,167.99,169.73,173.24,43.49,43.45,43.8,45.04,45.6,45.25,44.18,43.21,42.51,40.57,38.31,34.35,31.11,26.85,24.05,20.41,17.95,14.6,12.17,9.25,7.4,5.21,3.75,2.47,1.72,1.38,1.26,1.4,1.71,2.19,-155.35,-155.26,-155.25,-155.75,-156.32,-160.04,-165.27,-169.81,-172.76,-178.79,173.89,163.22,156.07,146.29,139.61,131.36,126.2,119.43,114.21,106.8,102.08,95.52,90.85,85.41,81.43,78.62,75.89,73.64,72.79,70.47,left
17,-141.79,-141.67,-141.92,-141.63,-141.73,-142.58,-145.2,-147.67,-150.02,-153.02,-159.31,-165.28,-173.82,-179.19,172.08,166.47,160.24,155.69,150.5,147.19,143.3,141.35,140.39,139.78,139.67,139.8,140.44,141.24,142.4,143.28,50.0,49.98,50.45,51.05,51.79,51.99,51.58,51.67,52.01,52.47,52.61,52.66,51.94,50.84,48.83,46.86,43.71,40.87,36.95,34.04,29.88,26.54,22.5,19.22,16.05,13.51,10.09,8.11,6.11,5.04,-139.17,-138.85,-138.8,-138.23,-138.67,-139.93,-142.68,-145.39,-148.32,-151.98,-159.99,-167.07,-177.86,174.82,163.27,156.07,148.12,142.3,135.14,130.02,123.41,119.08,115.2,110.82,106.91,103.56,99.1,96.97,95.1,93.87,left
18,-142.77,-143.49,-143.86,-145.13,-145.95,-147.64,-151.35,-156.82,-160.71,-168.08,-172.84,-178.34,178.2,174.4,172.04,167.54,164.74,160.1,158.47,156.25,155.38,154.53,154.16,154.12,154.4,154.6,154.97,155.63,156.64,158.31,54.63,54.5,54.44,54.31,53.63,52.22,51.49,50.08,49.06,46.5,44.51,42.0,40.36,37.73,35.67,31.93,29.37,25.28,23.15,19.8,17.52,13.72,11.29,8.56,7.11,5.39,4.14,2.41,1.91,1.61,-141.91,-142.43,-142.48,-143.34,-144.01,-146.43,-150.34,-155.95,-159.49,-167.69,-173.15,179.96,174.97,168.63,164.13,155.34,150.29,141.67,137.64,131.6,128.29,122.21,118.36,113.53,111.32,106.07,102.22,97.01,94.1,91.37,left
19,-171.8,-171.93,-172.81,-173.4,-176.66,-177.68,178.14,176.56,172.73,171.75,168.83,168.21,167.6,167.33,167.48,167.78,168.66,168.98,169.96,170.22,171.47,171.77,173.35,173.71,175.35,175.73,177.33,177.93,179.96,-179.33,53.04,53.18,53.87,54.1,53.42,52.81,49.53,48.15,43.53,41.9,35.3,33.56,28.08,26.16,21.77,20.28,15.64,14.44,10.74,9.47,6.09,5.23,2.64,1.8,-0.31,-0.91,-2.38,-2.83,-4.16,-4.52,-177.07,-177.13,-177.66,-178.2,178.4,177.37,172.24,169.51,163.26,161.41,152.0,149.46,144.55,142.45,138.19,137.09,132.26,131.2,126.91,125.2,119.89,118.21,112.26,110.47,105.11,103.57,99.29,98.03,93.7,92.22,left
20,120.44,118.77,117.28,116.41,113.97,112.68,110.56,109.44,107.18,106.17,104.26,103.91,103.67,104.25,106.18,107.24,111.01,113.95,119.42,122.61,129.92,133.27,139.99,143.2,149.2,152.46,158.69,163.58,174.33,178.79,61.76,61.49,60.35,59.48,57.2,55.98,52.51,50.52,46.0,43.65,37.37,33.89,25.66,21.46,12.86,9.67,2.36,-0.88,-6.3,-8.79,-13.16,-14.78,-16.93,-17.76,-19.06,-19.63,-20.38,-20.6,-20.4,-20.13,144.43,142.5,140.86,139.96,137.39,136.1,133.94,132.78,130.71,130.04,128.88,128.99,129.85,130.74,132.93,133.54,135.4,136.21,136.15,136.71,135.17,134.45,132.36,131.31,129.29,128.24,126.94,125.7,123.28,122.13,left
21,-173.69,-174.55,-175.64,-177.93,178.34,171.23,164.51,155.73,150.07,144.52,141.75,139.15,138.15,136.8,135.79,134.63,134.06,133.56,133.24,133.16,133.34,133.61,134.4,136.43,138.34,142.72,146.19,151.72,155.47,160.33,48.95,49.2,49.57,50.06,50.18,49.52,48.12,43.82,39.43,33.26,30.12,26.2,23.55,19.59,16.87,13.09,10.32,6.65,4.31,0.98,-1.59,-4.4,-6.25,-8.63,-9.35,-10.46,-11.21,-12.4,-13.34,-15.27,-138.34,-138.78,-139.64,-142.21,-146.45,-155.05,-163.19,-173.41,179.13,170.01,166.07,162.78,160.29,156.73,154.08,150.83,148.24,145.38,143.25,140.08,137.73,134.76,133.05,130.96,130.61,130.15,129.7,128.43,127.73,125.77,left
22,-156.1,-150.79,-149.49,-149.76,-153.02,-169.73,175.66,148.97,142.99,132.9,129.99,125.42,124.1,125.46,126.69,130.83,132.19,138.38,141.95,152.89,158.22,167.76,171.84,-179.73,-175.91,-167.24,-163.97,-156.54,-152.51,-144.88,61.68,62.86,64.27,68.87,71.9,74.39,73.87,64.78,59.22,47.64,42.4,32.08,26.79,16.26,11.56,2.53,-0.9,-6.54,-8.41,-12.99,-15.44,-17.54,-17.71,-17.61,-17.57,-17.11,-16.31,-13.99,-13.02,-9.84,-161.87,-155.29,-154.03,-154.79,-159.04,-176.43,168.64,145.6,141.97,136.12,135.35,134.72,134.76,137.29,138.69,143.35,144.34,146.92,147.24,147.4,146.46,143.42,141.69,138.71,137.25,133.42,132.46,129.67,128.26,125.77,left
23,-143.62,-142.03,-141.53,-143.05,-146.67,-154.89,-161.42,-172.95,179.42,171.3,167.01,161.43,158.12,155.06,153.18,151.32,150.81,150.77,151.19,151.96,152.84,154.51,155.36,157.19,158.39,159.79,160.86,162.4,164.12,166.24,58.42,58.9,59.17,58.56,58.53,58.28,58.02,56.33,53.85,49.85,46.92,42.16,38.81,33.91,30.38,24.69,20.63,16.25,12.87,8.85,5.58,0.83,-1.32,-4.51,-6.28,-8.85,-10.74,-12.54,-13.79,-15.1,-134.47,-131.82,-130.77,-131.69,-135.7,-144.32,-151.07,-164.04,-173.05,177.06,170.99,162.66,157.15,151.07,147.13,140.9,137.18,133.28,130.6,127.11,124.14,120.01,118.77,115.87,114.76,112.72,110.86,109.85,108.31,107.61,left
24,-165.3,-164.63,-164.04,-163.08,-163.01,-163.99,-167.57,-171.97,-175.81,178.16,174.12,168.24,163.49,158.34,155.74,153.22,151.84,150.95,150.8,151.95,153.6,156.98,159.47,162.8,165.21,167.74,169.33,171.66,173.37,175.96,43.46,43.71,43.93,45.42,46.58,48.05,47.47,46.36,45.54,43.13,41.22,38.37,35.9,32.05,29.01,24.89,21.9,16.84,13.79,9.69,7.02,4.01,2.63,1.19,0.73,0.69,0.58,0.75,1.03,1.46,-150.93,-150.3,-149.89,-149.15,-149.42,-150.88,-156.52,-163.87,-169.51,-177.81,177.45,168.6,160.89,149.99,143.05,135.04,129.51,120.15,113.65,104.89,99.08,91.62,86.89,79.4,73.66,67.67,62.67,58.52,56.76,55.45,left
25,-142.8,-141.79,-141.28,-140.32,-139.9,-139.02,-138.64,-138.34,-137.63,-134.42,-132.73,-131.4,-135.75,-151.85,-164.08,167.78,155.88,136.29,131.81,126.51,125.3,126.03,128.57,135.61,139.35,145.54,149.54,156.76,159.8,168.12,49.85,50.19,50.42,50.67,50.74,50.83,50.81,51.28,52.45,56.51,58.82,63.53,64.95,66.68,66.75,63.4,60.19,47.94,41.05,27.58,21.02,10.07,5.34,-4.73,-8.45,-12.93,-14.4,-16.91,-17.78,-18.95,-134.18,-132.47,-131.96,-130.98,-130.61,-129.58,-128.95,-127.99,-127.28,-124.6,-123.85,-123.76,-127.07,-139.96,-150.57,-175.68,173.65,155.44,150.76,145.38,144.78,145.28,146.11,146.85,146.49,144.73,144.32,141.83,140.72,138.44,left
26,-152.62,-152.14,-152.41,-154.61,-158.15,-165.07,-170.64,-178.75,175.25,168.54,163.88,158.46,155.19,151.92,149.84,147.72,146.48,145.25,144.95,145.26,145.82,147.42,150.17,153.93,156.22,159.54,161.61,164.92,167.6,171.17,55.83,56.15,55.78,55.6,55.37,54.67,53.84,51.25,48.61,45.29,42.58,38.06,34.54,29.61,25.93,20.56,17.13,11.64,8.04,2.69,-0.75,-5.1,-9.15,-13.5,-15.51,-17.23,-18.33,-19.62,-20.18,-20.42,-133.91,-133.31,-133.38,-135.21,-138.23,-144.7,-150.29,-158.54,-164.64,-172.24,-178.33,173.83,168.48,162.28,157.64,152.09,148.58,142.54,138.31,131.57,126.92,121.3,114.15,107.37,104.7,101.57,99.67,97.55,96.14,94.85,left
27,-141.29,-142.05,-144.47,-148.06,-154.53,-160.21,-168.74,-174.89,178.67,175.13,170.26,166.99,161.56,158.14,154.63,152.81,151.01,150.1,149.07,148.46,148.13,148.54,150.23,151.81,154.69,156.82,159.86,161.2,163.79,165.32,56.17,56.43,56.45,56.83,57.07,56.58,55.28,53.81,51.18,48.95,45.55,42.95,38.74,35.6,30.52,26.84,21.8,18.3,13.25,9.43,4.44,1.6,-2.32,-4.6,-7.33,-8.57,-10.38,-10.61,-12.25,-13.11,-128.05,-129.09,-131.69,-135.32,-141.78,-147.87,-157.37,-164.36,-171.58,-175.8,178.25,173.79,166.26,161.47,155.55,151.36,146.54,143.34,138.29,134.56,129.54,126.63,121.8,117.86,114.48,113.39,111.23,111.31,109.57,108.58,left
28,-149.62,-149.75,-150.07,-150.74,-151.37,-152.11,-153.73,-158.19,-163.05,-170.17,-176.45,178.55,175.59,171.52,168.63,163.96,160.33,155.72,153.57,151.2,149.98,148.47,147.41,146.57,146.13,146.15,146.57,147.57,148.59,150.0,52.81,53.06,53.41,54.04,54.48,54.91,55.05,54.49,53.62,51.96,49.52,46.55,44.27,41.59,39.65,36.41,33.27,28.81,25.7,21.55,19.02,15.5,12.85,9.62,6.77,4.5,3.16,1.74,0.55,-0.77,-154.97,-155.02,-155.27,-155.79,-156.17,-157.13,-159.06,-164.11,-169.49,-177.1,176.0,170.22,166.57,161.19,156.81,149.77,143.94,136.74,133.16,128.35,125.13,120.43,117.15,113.06,109.14,106.03,103.49,100.68,97.79,94.21,left
29,-150.99,-150.97,-151.19,-151.74,-152.3,-153.91,-154.69,-155.59,-157.23,-160.71,-164.1,-169.33,-173.05,-178.34,177.02,170.07,165.76,160.61,157.34,153.72,150.23,146.52,144.97,143.11,141.8,140.52,140.1,139.8,139.89,140.62,47.71,47.75,47.66,47.61,47.68,47.83,47.94,48.11,48.77,49.09,48.5,47.92,47.57,46.57,45.65,44.21,42.83,39.98,37.91,34.23,31.01,26.76,24.25,20.85,18.42,14.52,12.5,9.67,7.62,6.03,-145.42,-145.25,-145.2,-145.17,-145.62,-146.89,-147.96,-149.42,-151.47,-155.84,-159.89,-166.1,-170.73,-177.31,177.4,168.42,163.01,156.25,151.43,145.92,139.3,131.77,127.43,121.68,117.36,110.63,106.87,101.97,98.09,95.07,left
30,-175.25,-175.33,-175.79,-176.16,-178.53,-179.14,178.41,177.53,171.94,170.02,166.03,165.02,162.95,162.53,161.38,161.63,163.91,164.82,167.95,169.21,172.86,174.15,177.68,179.03,-176.54,-175.34,-171.01,-169.73,-166.03,-164.95,52.56,52.76,53.52,53.84,54.47,54.5,54.3,53.92,50.14,48.14,41.58,39.49,31.73,29.68,21.25,19.04,12.01,10.15,5.03,3.59,-0.49,-1.91,-4.58,-5.52,-7.48,-7.81,-8.15,-8.02,-7.5,-7.26,-175.06,-175.07,-175.17,-175.23,-176.55,-176.99,-178.75,-179.58,174.17,171.32,163.79,161.45,155.1,153.58,144.15,141.97,134.51,131.98,124.5,122.46,115.5,112.68,106.81,104.03,97.08,95.52,88.64,87.05,82.65,81.25,left
31,-137.15,-136.98,-136.78,-136.37,-135.59,-135.08,-136.92,-143.26,-149.2,-159.67,-168.08,-176.41,178.83,175.65,174.56,173.29,172.59,172.74,173.44,174.51,175.27,177.05,178.67,-178.53,-176.54,-173.17,-169.92,-164.36,-160.78,-155.89,59.67,60.13,60.49,61.1,61.73,62.68,63.02,61.67,59.77,56.94,54.32,50.27,46.67,42.89,39.93,35.81,32.33,27.55,23.85,20.2,17.38,12.97,10.1,4.89,0.54,-4.51,-7.63,-9.79,-10.01,-9.43,-133.96,-133.5,-133.17,-132.54,-131.21,-129.94,-132.08,-139.22,-146.39,-159.36,-169.68,179.29,172.03,166.59,163.54,159.02,155.19,150.59,147.12,143.52,140.81,136.24,133.05,127.15,122.02,114.2,108.69,101.93,98.58,95.55,left
32,-150.31,-150.85,-151.41,-151.69,-153.03,-153.35,-155.53,-158.59,-164.77,-170.61,-179.75,174.09,167.55,163.15,159.23,157.14,154.11,151.88,149.37,147.31,144.99,144.31,143.7,143.7,143.99,144.38,145.17,146.18,147.97,149.25,54.16,54.21,54.26,54.17,54.33,54.08,53.67,52.74,51.32,50.16,48.04,46.16,42.77,39.93,36.11,33.49,29.85,27.41,23.93,21.39,17.2,14.32,10.18,7.98,5.03,3.04,0.45,-0.65,-2.3,-3.1,-148.74,-149.3,-149.65,-149.59,-150.61,-150.14,-152.65,-156.98,-164.58,-171.38,177.71,169.41,160.61,154.32,147.47,143.35,137.52,133.35,127.91,123.54,117.29,113.76,109.48,106.22,101.64,98.31,92.73,90.48,87.02,84.95,left
33,-168.39,-168.68,-168.69,-168.27,-167.76,-167.07,-168.67,-169.44,-170.99,-172.09,-173.72,-175.4,-179.51,176.93,172.18,168.68,162.89,158.97,154.86,152.63,150.71,149.8,149.16,148.81,149.39,149.79,150.98,152.08,153.67,155.05,40.85,41.09,41.5,42.16,44.45,46.29,45.97,45.36,44.78,44.48,43.29,42.52,41.09,39.42,37.14,35.61,33.33,31.29,27.53,24.83,21.33,18.26,14.86,12.51,10.0,8.27,6.49,5.3,4.06,3.46,-150.74,-151.04,-151.06,-150.67,-150.73,-150.39,-155.45,-157.86,-162.28,-163.8,-164.4,-165.73,-171.1,-176.8,175.84,170.23,160.73,153.74,144.39,138.77,132.12,125.66,118.35,112.48,106.07,101.14,95.6,92.27,88.23,85.08,left
