,timestamp,yaw,pitch,row
0,0.030000000000000002,-145.85,51.15,-134.23
1,66.441,-145.87,51.50,-134.03
2,148.33599999999998,-146.00,52.01,-134.07
3,202.726,-146.38,52.70,-134.43
4,266.046,-146.56,53.32,-134.30
5,339.18199999999996,-147.41,53.70,-135.03
6,408.493,-148.23,52.85,-135.70
7,481.77500000000003,-150.69,50.47,-138.70
8,542.8340000000001,-152.04,47.46,-140.68
9,612.2370000000001,-153.44,43.59,-142.29
10,681.4350000000001,-154.08,41.42,-142.81
11,753.5840000000001,-155.02,38.12,-142.98
12,814.046,-155.88,35.49,-143.13
13,884.942,-156.53,31.46,-142.40
14,949.2239999999999,-156.89,28.52,-142.01
15,1013.7,-156.94,24.29,-140.58
16,1083.77,-157.10,20.50,-139.79
17,1153.511,-157.22,15.35,-137.59
18,1220.0,-157.61,11.22,-135.44
19,1290.177,-158.82,5.37,-132.16
20,1355.5839999999998,-160.00,2.04,-130.24
21,1428.328,-162.27,-1.25,-128.69
22,1491.031,-164.41,-3.46,-127.79
23,1563.956,-167.76,-5.99,-126.69
24,1624.847,-170.29,-7.45,-126.18
25,1698.739,-174.17,-9.93,-124.42
26,1759.9450000000002,-177.21,-11.36,-123.45
27,1828.057,178.62,-12.95,-121.94
28,1894.9940000000001,175.17,-13.88,-120.48
29,1963.595,171.01,-14.14,-119.46
