,timestamp,yaw,pitch,row
0,0.034,-152.04,49.88,-151.87
1,68.552,-151.66,49.14,-151.63
2,133.943,-151.53,48.30,-151.47
3,202.579,-151.55,46.74,-151.46
4,270.389,-151.46,44.91,-151.14
5,339.40700000000004,-150.99,42.07,-149.78
6,411.10999999999996,-150.79,39.91,-148.65
7,474.368,-150.15,36.08,-145.67
8,539.254,-150.46,33.42,-144.31
9,616.4770000000001,-151.07,29.74,-143.18
10,677.713,-151.49,26.93,-142.07
11,741.7479999999999,-151.32,22.99,-138.76
12,810.633,-151.25,19.72,-136.11
13,878.4680000000001,-151.51,15.33,-133.29
14,949.7130000000001,-151.97,12.45,-131.24
15,1014.542,-152.60,8.70,-128.12
16,1080.459,-153.12,6.46,-126.16
17,1150.8890000000001,-154.47,3.99,-123.50
18,1214.858,-155.67,2.87,-122.00
19,1287.156,-157.61,1.57,-119.97
20,1348.8629999999998,-159.01,0.89,-118.45
21,1413.9679999999998,-161.35,0.16,-116.82
22,1483.223,-162.99,-0.40,-115.27
23,1555.458,-165.32,-1.16,-113.62
24,1620.0030000000002,-167.28,-1.83,-112.65
25,1689.012,-170.02,-2.41,-111.40
26,1753.08,-172.26,-2.44,-110.70
27,1826.153,-174.76,-2.16,-110.19
28,1889.227,-176.42,-2.02,-109.78
29,1959.935,-178.76,-1.61,-109.47
