,timestamp,yaw,pitch,row
0,0.059,-144.13,51.35,-154.05
1,82.038,-144.70,51.01,-154.38
2,131.816,-145.09,50.61,-154.54
3,205.955,-145.26,50.27,-154.80
4,269.961,-145.27,50.14,-154.81
5,340.912,-146.19,48.68,-156.14
6,404.263,-145.74,47.27,-154.65
7,476.399,-146.45,43.78,-154.46
8,544.8539999999999,-146.98,41.04,-154.33
9,611.091,-147.94,36.61,-153.78
10,678.948,-148.44,32.69,-152.78
11,748.306,-148.99,27.73,-151.86
12,815.732,-149.85,23.74,-151.00
13,883.107,-150.85,19.11,-148.81
14,950.299,-151.23,15.99,-146.60
15,1019.83,-152.36,11.28,-143.90
16,1085.3120000000001,-153.39,8.22,-142.29
17,1154.7259999999999,-155.28,4.15,-140.01
18,1219.413,-156.71,1.46,-138.46
19,1288.384,-159.38,-2.50,-136.48
20,1354.118,-161.49,-4.78,-135.50
21,1424.0720000000001,-164.33,-6.93,-134.53
22,1492.168,-166.24,-8.03,-133.82
23,1557.578,-169.09,-9.00,-133.11
24,1624.895,-171.31,-9.86,-132.40
25,1697.5610000000001,-174.02,-10.61,-131.21
26,1759.233,-176.37,-10.24,-131.10
27,1828.0330000000001,-179.25,-10.17,-130.08
28,1894.501,178.91,-10.14,-129.58
29,1964.9270000000001,175.98,-10.06,-128.83
