,timestamp,yaw,pitch,row
0,0.033,152.69,48.49,-165.41
1,64.76,152.35,47.39,-163.39
2,135.298,151.05,46.18,-161.43
3,201.21,149.58,45.48,-159.82
4,271.341,146.93,44.44,-157.69
5,338.284,143.75,43.52,-156.79
6,407.222,142.00,42.26,-145.94
7,473.43,144.46,40.86,-132.12
8,548.465,147.86,39.35,-119.28
9,610.223,151.03,38.52,-111.77
10,683.133,156.76,36.37,-102.88
11,748.03,160.14,33.60,-97.88
12,818.326,164.27,27.83,-89.97
13,885.357,166.16,23.22,-85.50
14,953.7280000000001,168.37,17.14,-81.08
15,1020.6059999999999,169.54,13.16,-79.05
16,1088.826,171.06,8.19,-77.15
17,1157.6219999999998,172.14,4.97,-76.34
18,1226.627,173.13,0.13,-75.53
19,1291.836,173.80,-2.43,-75.90
20,1363.394,174.62,-2.56,-80.73
21,1427.5040000000001,174.94,1.03,-87.36
22,1495.08,176.56,10.68,-97.11
23,1559.34,177.19,20.63,-105.10
24,1630.475,173.37,34.12,-120.16
25,1697.5430000000001,167.82,42.78,-133.60
26,1766.2279999999998,155.90,49.89,-153.81
27,1834.333,148.02,52.50,-165.36
28,1900.472,136.65,54.07,-179.72
29,1968.3500000000001,129.28,53.71,171.56
