,timestamp,yaw,pitch,row
0,0.031,178.02,50.11,-150.11
1,67.24900000000001,178.25,50.32,-149.87
2,140.38,178.24,49.68,-149.99
3,208.543,-179.86,47.86,-145.52
4,276.077,-170.76,38.93,-121.17
5,337.774,-164.04,28.89,-98.07
6,414.302,-162.91,17.67,-84.54
7,473.193,-162.35,14.49,-83.11
8,546.859,-161.69,14.76,-86.28
9,608.266,-165.28,17.40,-100.04
10,677.1239999999999,-170.19,20.33,-114.86
11,741.464,-173.30,24.07,-126.90
12,815.3209999999999,-178.46,30.59,-141.57
13,896.489,175.52,35.77,-154.86
14,951.468,164.56,37.38,-176.03
15,1012.9889999999999,157.85,36.40,169.70
16,1085.454,149.43,32.04,149.06
17,1147.2910000000002,144.83,28.25,136.51
18,1212.696,140.81,24.62,126.81
19,1283.218,139.38,23.31,125.96
20,1354.4389999999999,140.17,23.45,131.46
21,1420.165,141.92,26.10,140.51
22,1490.416,146.88,31.84,157.54
23,1558.022,154.28,35.46,174.45
24,1626.709,166.75,37.88,-162.97
25,1693.38,175.70,36.48,-148.78
26,1763.394,-172.80,31.49,-129.89
27,1833.5269999999998,-167.52,24.89,-120.59
28,1902.26,-163.34,13.65,-110.13
29,1967.1970000000001,-161.68,9.25,-108.25
