,timestamp,yaw,pitch,row
0,0.052,-168.21,52.61,-136.47
1,74.488,-167.80,52.44,-135.89
2,135.928,-167.27,52.58,-135.06
3,201.747,-166.84,52.81,-134.01
4,271.262,-165.08,53.56,-131.08
5,337.15299999999996,-164.19,54.25,-129.90
6,408.82,-163.75,54.78,-129.20
7,474.67199999999997,-163.83,54.41,-128.87
8,545.2399999999999,-166.47,51.78,-131.53
9,609.566,-168.89,48.87,-134.07
10,677.669,-172.50,42.87,-137.34
11,745.9200000000001,-175.50,38.09,-140.19
12,815.437,-179.11,31.01,-143.40
13,882.506,178.83,26.85,-145.41
14,951.971,175.59,23.15,-148.98
15,1019.596,174.00,22.07,-150.53
16,1087.839,172.80,22.18,-150.90
17,1154.011,171.68,23.72,-150.74
18,1229.982,169.63,27.58,-150.54
19,1287.598,169.09,30.89,-150.14
20,1359.4489999999998,170.77,35.64,-149.50
21,1435.945,174.42,38.47,-148.03
22,1493.1779999999999,179.54,39.91,-146.93
23,1561.333,-177.68,39.21,-146.80
24,1629.791,-177.14,36.14,-147.17
25,1694.028,178.10,33.78,-151.78
26,1766.908,169.30,30.08,-155.78
27,1841.4060000000002,164.26,28.04,-155.19
28,1896.7849999999999,157.23,29.58,-156.64
29,1964.347,154.46,32.92,-158.07
